1001,2001
1243,2001
1243,2003
1243,2004
1243,3001
1243,3004
1243,4001
1243,5001
1243,6001
1243,7001
1243,7003
1243,8001
1243,8002
1243,9001
1243,9002
1243,10001
1243,10002
1243,11001
1243,11002
1243,11003
1243,12001
1243,12002
1243,12004
1243,13001
1243,14001
1243,14002
1243,14004
1243,15001
1243,15003
1243,15004
1243,16001
1243,17001
1243,18001
1243,19001
1243,20001
1243,21001
1243,22001
1243,22004
1243,23001
1243,23003
1243,24001
1243,24004
1243,25001
1243,26001
1243,26002
1243,26003
1243,27001
1243,27002
1243,27004
1243,28001
1243,28002
1243,29001
1243,30001
1243,30004
1243,31001
1243,32001
1243,32002
1243,32003
1243,33001
1243,33004
1243,34001
1243,34002
1243,35001
1243,36001
1243,37001
1243,38001
1243,38002
1243,38004
1243,39001
1243,39002
1243,39004
1243,40001
1243,41001
1243,41004
1243,42001
1243,42002
1243,42004
1243,43001
1243,43002
1243,44001
1243,45001
1243,45003
1243,46001
1243,46002
1243,46004
1243,47001
1243,47002
1243,48001
1243,49001
1243,49004
1243,50001
1243,51001
1243,52001
1243,52003
1243,53001
1243,53002
1243,54001
1243,54002
1243,55001
1243,55002
1306,2001
1306,3001
1306,4001
1306,5001
1306,6001
1306,15001
1306,15004
1306,16001
1306,17001
1306,18001
1306,19001
1306,20001
1306,21001
1306,22001
1306,23001
1306,23003
1306,26003
1306,32003
1306,45003
1306,52003
1344,2001
1344,2004
1344,3001
1344,4001
1344,5001
1344,6001
1344,7001
1344,7003
1344,8001
1344,8002
1344,9001
1344,9002
1344,10001
1344,10002
1344,11001
1344,11002
1344,11003
1344,12001
1344,12002
1344,12004
1344,14001
1344,14002
1344,14004
1344,15001
1344,15004
1344,16001
1344,17001
1344,18001
1344,19001
1344,20001
1344,21001
1344,22001
1344,22004
1344,23001
1344,23003
1344,24001
1344,24004
1344,25001
1344,26001
1344,26002
1344,26003
1344,27001
1344,27004
1344,28001
1344,28002
1344,29001
1344,30001
1344,31001
1344,32001
1344,32003
1344,33001
1344,33004
1344,34001
1344,35001
1344,36001
1344,37001
1344,38001
1344,38002
1344,38004
1344,39001
1344,39002
1344,39004
1344,40001
1344,41001
1344,41004
1344,42001
1344,42002
1344,42004
1344,45001
1344,45003
1344,46001
1344,46002
1344,46004
1344,47001
1344,47002
1344,48001
1344,49001
1344,49004
1344,50001
1344,51001
1344,52001
1344,52003
1344,53001
1344,53002
1344,54001
1344,54002
1344,55001
1344,55002
1417,2001
1417,2004
1417,3001
1417,3004
1417,4001
1417,5001
1417,6001
1417,7001
1417,7003
1417,8001
1417,9001
1417,10001
1417,11001
1417,11003
1417,12001
1417,14001
1417,15001
1417,15004
1417,16001
1417,17001
1417,19001
1417,20001
1417,21001
1417,22001
1417,22004
1417,23001
1417,23003
1417,24001
1417,24004
1417,25001
1417,26001
1417,26003
1417,27001
1417,27004
1417,28001
1417,29001
1417,30001
1417,30004
1417,31001
1417,32001
1417,32003
1417,33001
1417,33004
1417,34001
1417,35001
1417,36001
1417,37001
1417,38001
1417,38004
1417,39001
1417,39004
1417,40001
1417,41001
1417,41004
1417,42001
1417,42004
1417,45001
1417,45003
1417,46001
1417,46004
1417,47001
1417,48001
1417,49001
1417,49004
1417,50001
1417,51001
1417,52001
1417,52003
1417,53001
1417,54001
1417,55001
1418,2001
1418,3001
1418,3004
1418,4001
1418,5001
1418,6001
1418,7001
1418,7003
1418,8001
1418,8002
1418,9001
1418,10001
1418,10002
1418,11001
1418,12001
1418,14001
1418,15001
1418,15004
1418,16001
1418,17001
1418,19001
1418,20001
1418,21001
1418,22001
1418,22004
1418,23001
1418,23003
1418,24001
1418,24004
1418,25001
1418,26001
1418,26002
1418,27001
1418,27004
1418,28001
1418,28002
1418,29001
1418,30001
1418,30004
1418,31001
1418,32001
1418,33001
1418,33004
1418,34001
1418,35001
1418,36001
1418,37001
1418,38001
1418,38002
1418,39001
1418,39002
1418,40001
1418,41001
1418,41004
1418,42001
1418,42002
1418,42004
1418,45001
1418,45003
1418,46001
1418,46002
1418,46004
1418,47001
1418,47002
1418,48001
1418,49001
1418,49004
1418,50001
1418,51001
1418,52001
1418,52003
1418,53001
1418,53002
1418,54001
1418,55001
1418,55002
1419,2001
1419,3001
1419,3004
1419,4001
1419,5001
1419,6001
1419,15001
1419,15004
1419,16001
1419,17001
1419,18001
1419,19001
1419,20001
1419,21001
1419,22001
1419,23001
1419,23003
1419,24001
1419,26003
1420,2001
1420,3001
1420,3004
1420,4001
1420,5001
1420,6001
1420,7001
1420,8001
1420,8002
1420,9001
1420,9002
1420,10001
1420,10002
1420,11001
1420,11003
1420,12001
1420,14001
1420,15001
1420,15004
1420,16001
1420,17001
1420,19001
1420,20001
1420,21001
1420,22001
1420,22004
1420,23001
1420,23003
1420,24001
1420,24004
