k=2	0.7778481012658225	0.6531645569620256	0.7100745161488978
k=2	0.775694444444444	0.6472222222222221	0.705658586844531
k=2	0.7896103896103899	0.6597402597402593	0.7188567704696736
k=2	0.7766233766233762	0.6597402597402601	0.7134261759939879
k=2	0.752112676056338	0.6507042253521124	0.6977430850161207
k=3	0.6833333333333337	0.6613333333333337	0.6721533630804829
k=3	0.6757201646090536	0.6444444444444436	0.6597118315322801
k=3	0.676068376068376	0.6461538461538459	0.6607727114514442
k=3	0.6744588744588746	0.6415584415584414	0.6575974025974026
k=3	0.676068376068376	0.6461538461538459	0.6607727114514442
k=4	0.6331168831168829	0.6207792207792208	0.6268873539717661
k=4	0.6409090909090905	0.6259740259740256	0.6333535249988348
k=4	0.6319999999999996	0.6186666666666666	0.6252622601279315
k=4	0.6560000000000001	0.6426666666666666	0.6492648870636551
k=4	0.6351351351351351	0.6216216216216219	0.6283057250799188
k=5	0.570666666666666	0.5653333333333329	0.5679874804381843
k=5	0.5818181818181813	0.5792207792207787	0.5805165751474473
k=5	0.5948051948051944	0.5896103896103893	0.5921964000911365
k=5	0.5848101265822783	0.5797468354430381	0.5822674738580076
k=5	0.5808219178082188	0.5753424657534245	0.5780692072972795
k=6	0.5636363636363635	0.5610389610389609	0.5623346630275037
k=6	0.5666666666666664	0.5615384615384612	0.5640909090909088
k=6	0.5589743589743589	0.5538461538461539	0.5563984402694079
k=6	0.5540540540540541	0.5486486486486484	0.5513381028086909
k=6	0.5648648648648646	0.5594594594594592	0.5621491683991682
k=7	0.5230769230769229	0.5205128205128202	0.5217917217917216
k=7	0.5375000000000001	0.5325000000000001	0.5349883177570094
k=7	0.5358974358974358	0.5307692307692304	0.5333210059171596
k=7	0.5230769230769232	0.5179487179487173	0.5205001894657065
k=7	0.5263157894736842	0.5210526315789473	0.5236709865115048
k=8	0.5220779220779223	0.5168831168831167	0.5194675324675325
k=8	0.5270270270270269	0.5216216216216213	0.5243103928670936
k=8	0.5026315789473678	0.4973684210526313	0.49998614958448706
k=8	0.5162162162162162	0.5108108108108107	0.5134992887624467
k=8	0.5041095890410958	0.4986301369863013	0.501354891833221
k=9	0.4888888888888888	0.4839506172839502	0.48640721940214304
k=9	0.504225352112676	0.4985915492957744	0.5013926254154136
k=9	0.486111111111111	0.4805555555555556	0.48331736909323114
k=9	0.49610389610389616	0.49090909090909074	0.4934928229665071
k=9	0.4779220779220781	0.47272727272727283	0.475310481867859
k=10	0.44109589041095876	0.43561643835616437	0.43833904109589034
k=10	0.45675675675675687	0.45135135135135146	0.45403796653796663
k=10	0.4582278481012655	0.45316455696202523	0.4556821378340364
k=10	0.46842105263157907	0.46315789473684227	0.4657746060065419
k=10	0.47466666666666657	0.4693333333333332	0.4719849340866289
