1001,1001
1001,10001
1001,10101
1001,10201
1001,10301
1001,10401
1001,11001
1001,12001
1001,3001
1001,3101
1001,3201
1001,3301
1001,3401
1001,3501
1001,4001
1001,4101
1001,4201
1001,4301
1001,5001
1001,5101
1001,5201
1001,6001
1001,6101
1001,6201
1001,6301
1001,6401
1001,7001
1001,7101
1001,7201
1001,7301
1001,8001
1001,8101
1001,8201
1001,8301
1001,8401
1001,9001
1001,9101
1001,9201
1001,9301
1336,1001
1336,10001
1336,10101
1336,10201
1336,10301
1336,10401
1336,11001
1336,12001
1336,3001
1336,3101
1336,3201
1336,3301
1336,3401
1336,3501
1336,4001
1336,4101
1336,4201
1336,4301
1336,5001
1336,5101
1336,5201
1336,6001
1336,6101
1336,6201
1336,6301
1336,6401
1336,7001
1336,7101
1336,7201
1336,7301
1336,8001
1336,8101
1336,8201
1336,8301
1336,8401
1336,9001
1336,9101
1336,9201
1336,9301
1337,1001
1337,10003
1337,10404
1337,3001
1337,3003
1337,3101
1337,3201
1337,3301
1337,3401
1337,3501
1337,4001
1337,4101
1337,4301
1337,5001
1337,5101
1337,5201
1337,6001
1337,6003
1337,7001
1337,7003
1337,7101
1337,7201
1337,7301
1337,8001
1337,8003
1337,9001
1337,9003
1339,1001
1339,10001
1339,10101
1339,10201
1339,10301
1339,10401
1339,11001
1339,12001
1339,3001
1339,3003
1339,3101
1339,3201
1339,3301
1339,3401
1339,3501
1339,4001
1339,4101
1339,4201
1339,4301
1339,5001
1339,5101
1339,5201
1339,6001
1339,6003
1339,6101
1339,6201
1339,6301
1339,6401
1339,7001
1339,7003
1339,7101
1339,7201
1339,7301
1339,8001
1339,8003
1339,8101
1339,8201
1339,8301
1339,8401
1339,9001
1339,9003
1339,9101
1339,9201
1339,9301
1368,1001
1368,10001
1368,10101
1368,10102
1368,10201
1368,10202
1368,10301
1368,10302
1368,10401
1368,10402
1368,11001
1368,12001
1368,3001
1368,3003
1368,3101
1368,3201
1368,3301
1368,3401
1368,6003
1368,7003
1368,8003
1368,9003
1384,1001
1384,10001
1384,10003
1384,10101
1384,10102
1384,10104
1384,10201
1384,10202
1384,10204
1384,10301
1384,10302
1384,10304
1384,10401
1384,10402
1384,10404
1384,11001
1384,12001
1384,3001
1384,3003
1384,3101
1384,3102
1384,3201
1384,3301
